Mol ID,Molecule Name,MW,AlogP,Hdon,Hacc,OB (%),Caco-2,BBB,DL,FASA-,HL
MOL004976,Daidzein dimethyl ether,282.31,2.83,0,4,24.29,0.98,0.17,0.24,0.00,
MOL004977,1-Methoxyficifolinol,422.56,6.10,2,5,14.61,1.09,0.20,0.86,0.00,
MOL004978,"2-[(3R)-8,8-dimethyl-3,4-dihydro-2H-pyrano[6,5-f]chromen-3-yl]-5-methoxyphenol",338.43,4.20,1,4,36.21,1.12,0.61,0.52,0.00,-0.13
MOL004979,"4,2',4',alpha-Tetrahydroxydihydrochalcone",274.29,2.24,4,5,2.45,0.10,-0.40,0.16,0.00,
MOL004980,Inflacoumarin A,322.38,4.70,2,4,39.71,0.73,-0.24,0.33,0.00,2.31
MOL004981,"1-(5-hydroxy-2,2-dimethylchromen-6-yl)-3-(4-hydroxyphenyl)prop-2-en-1-one",322.38,3.96,2,4,5.20,0.86,-0.01,0.34,0.00,
MOL004982,"2,6,10-trimethyl-dodecane",144.14,-1.02,2,4,37.80,0.08,0.04,0.03,0.00,11.49
MOL004983,"5,6,7,8-Tetrahydro-4-methylquinoline",147.24,2.69,0,1,59.18,1.63,1.79,0.04,0.00,11.39
MOL005015,Licoriisoflavan A,438.61,6.84,2,5,3.68,1.10,0.28,0.66,0.00,
MOL004985,icos-5-enoic acid,310.58,7.75,1,2,30.70,1.22,1.09,0.20,0.00,5.28
MOL004986,6″-O-acetylliquiritin,444.47,2.33,3,9,6.26,-0.48,-1.24,0.82,0.00,
MOL004987,11-deoxyglycyrrhetic acid,456.78,6.42,2,3,16.21,0.51,-0.22,0.76,0.00,
MOL004988,Kanzonol F,420.54,5.30,1,5,32.47,1.18,0.56,0.89,0.28,9.98
MOL004989,6-prenylated eriodictyol,356.40,3.89,4,6,39.22,0.40,-0.29,0.41,0.00,16.52
MOL004990,"7,2',4'-trihydroxy－5-methoxy-3－arylcoumarin",300.28,2.56,3,6,83.71,0.24,-0.59,0.27,0.00,0.99
MOL004991,7-Acetoxy-2-methylisoflavone,294.32,3.15,0,4,38.92,0.74,0.16,0.26,0.00,17.49
MOL004992,7-hydroxy-2-methyl-3-phenyl-chromone,252.28,3.11,1,3,25.80,1.00,0.40,0.18,0.00,
MOL004993,8-prenylated eriodictyol,356.40,3.89,4,6,53.79,0.43,-0.44,0.40,0.00,15.70
MOL004994,12-methyltetradecanoate,256.48,5.96,0,2,17.36,1.35,1.15,0.09,0.00,
MOL004995,Kanzonol H,424.58,6.10,2,5,16.92,0.96,0.38,0.80,0.27,
MOL004996,gadelaidic acid,310.58,7.75,1,2,30.70,1.20,0.94,0.20,0.00,5.25
MOL004997,Araboglycyrrhizin,779.03,2.72,7,14,17.73,-2.46,-2.73,0.14,0.00,
MOL004998,Araboglycyrrhizin_qt,470.76,5.49,2,4,17.71,0.11,-0.52,0.74,0.00,
MOL004999,Artonin E,436.49,4.67,4,7,11.38,0.34,-0.33,0.80,0.00,
MOL000500,Vestitol,272.32,3.15,2,4,74.66,0.86,0.30,0.21,0.00,3.00
MOL005000,Gancaonin G,352.41,4.17,2,5,60.44,0.78,0.23,0.39,0.00,16.13
MOL005001,Gancaonin H,420.49,4.71,3,6,50.10,0.60,-0.14,0.78,0.00,16.64
MOL005002,beta-Glycyrrhetinic acid,470.76,5.49,2,4,17.41,0.19,-0.40,0.74,0.00,
MOL005003,Licoagrocarpin,338.43,4.51,1,4,58.81,1.23,0.61,0.58,0.27,9.45
MOL005004,Gancaonin I,354.43,5.23,2,5,21.90,0.93,0.37,0.39,0.00,
MOL005005,Glyasperin A,422.51,5.48,4,6,2.46,0.60,-0.26,0.63,0.00,
MOL005006,Glyasperins K,368.46,4.54,1,5,10.15,0.74,0.22,0.44,0.00,
MOL005007,Glyasperins M,368.41,3.22,2,6,72.67,0.49,-0.04,0.59,0.00,15.57
MOL005008,Glycyrrhiza flavonol A,370.38,2.17,4,7,41.28,-0.09,-0.81,0.60,0.00,13.71
MOL005009,Corylifolinin,324.40,4.76,3,4,1.04,0.81,-0.03,0.27,0.00,
MOL005010,Kanzonol E,388.49,5.51,1,4,5.77,0.98,0.06,0.71,0.00,
MOL005011,Kanzonol Z,406.51,4.93,2,5,21.77,0.50,-0.18,0.76,0.00,
MOL005012,Licoagroisoflavone,336.36,3.48,2,5,57.28,0.71,0.09,0.49,0.00,19.64
MOL005013,18α-hydroxyglycyrrhetic acid,486.76,4.55,3,5,41.16,-0.29,-0.78,0.71,0.00,4.96
MOL005014,Licorice glycoside A,726.74,1.81,8,16,5.95,-2.37,-3.26,0.35,0.32,
MOL005016,Odoratin,314.31,2.30,2,6,49.95,0.42,-0.24,0.30,0.00,16.35
MOL005017,Phaseol,336.36,4.87,2,5,78.77,0.76,-0.06,0.58,0.00,9.64
MOL005018,Xambioona,388.49,4.68,0,4,54.85,1.09,0.52,0.87,0.00,14.50
MOL005019,(2R)-7-hydroxy-2-[4-hydroxy-3-(3-methylbut-2-enyl)phenyl]chroman-4-one,324.40,4.42,2,4,5.99,0.74,-0.06,0.33,0.00,
MOL005020,dehydroglyasperins C,340.40,4.30,4,5,53.82,0.68,-0.12,0.37,0.00,2.75
MOL000671,()-Menthol,156.30,2.78,1,1,59.33,1.27,1.42,0.03,0.22,11.03
MOL001055,5-isopropyl-2-methylbicyclo[3.1.0]hex-2-ene,136.26,2.87,0,0,47.19,1.82,2.18,0.04,0.29,11.44
MOL001101,alpha-Ocimene,136.26,3.69,0,0,21.43,1.87,1.99,0.02,0.38,
MOL001110,cis-beta-Ocimene,136.26,3.63,0,0,25.38,1.85,2.03,0.02,0.34,
MOL000168,()-2-Carene,136.26,2.87,0,0,46.69,1.89,2.27,0.04,0.26,11.42
MOL002050,Isovanillic acid,168.16,1.15,2,4,39.42,0.47,0.38,0.04,0.35,2.23
MOL002336,farnesane,212.47,6.60,0,0,3.13,1.82,1.97,0.04,0.21,
MOL002456,"[(3R)-3,7-dimethyloct-6-enyl] butanoate",226.40,4.55,0,2,21.03,1.33,1.31,0.06,0.25,
MOL002868,1-Undecyne,152.31,5.58,0,0,33.99,1.86,2.11,0.02,0.28,6.88
MOL002944,(E)-Linalol pyranoxide,170.28,1.43,1,2,44.25,0.94,0.94,0.04,0.29,11.42
MOL003450,dodec-2-enal,182.34,4.57,0,1,31.95,1.42,1.50,0.03,0.23,7.11
MOL003508,Antak,158.32,3.71,1,1,16.85,1.20,1.13,0.02,0.18,
MOL003538,()-Ledene,204.39,4.36,0,0,51.84,1.86,2.16,0.10,0.23,11.79
MOL003949,Dimethyl anthranilate,165.21,1.49,1,3,65.87,1.35,1.29,0.04,0.34,23.75
MOL005811,Hepta-3,432.46,2.54,0,9,23.91,1.05,0.14,0.58,0.10,
MOL005813,Germacrene A,204.39,5.33,0,0,19.21,1.88,2.11,0.06,0.29,
MOL005815,Citromitin,404.45,3.00,0,8,86.90,0.88,0.16,0.51,0.14,15.62
MOL005816,alpha-Sinensal,218.37,4.63,0,1,57.79,1.59,1.40,0.06,0.36,4.46
MOL005817,2-(2-butynyl)-cyclohexanone,150.24,2.68,0,1,47.78,1.44,1.48,0.03,0.30,5.57
MOL005818,"2,5,5-trimethylhepta-1,6-diene",138.28,3.69,0,0,44.34,1.81,2.07,0.02,0.33,10.87
MOL005819,"2,6,11-trimethyldodecane",212.47,6.60,0,0,14.19,1.83,1.88,0.05,0.20,
MOL005820,22410-74-8,154.28,2.93,1,1,39.91,1.23,1.18,0.02,0.26,-0.97
MOL005821,(2S)-2-ethoxypentane,116.23,2.11,0,1,39.60,1.55,1.94,0.01,0.21,10.91
MOL005822,3-decyn-2-ol,154.28,3.44,1,1,39.33,1.17,1.12,0.02,0.24,4.45
MOL005823,Isoprenol,86.15,1.03,1,1,65.72,1.00,1.14,0.00,0.31,11.53
MOL005824,4-ACETYLBENZOIC ACID,164.17,1.17,1,3,28.66,0.33,-0.17,0.04,0.46,
MOL005825,6-Hepten-1-ol,114.21,1.95,1,1,21.34,1.11,1.20,0.01,0.26,
MOL005826,"cis-2,6-Dimethyl-2,6-octadiene",138.28,4.03,0,0,21.10,1.91,2.13,0.01,0.30,
MOL005827,Eufin,118.15,1.36,0,3,0.26,1.07,1.27,0.01,0.27,
MOL005829,Undecyl acetate,214.39,4.54,0,2,19.92,1.30,1.24,0.05,0.18,
MOL000696,β-terpineol,154.28,2.47,1,1,47.89,1.29,1.48,0.03,0.28,11.22
MOL000103,PHB,138.13,1.17,2,3,30.15,0.39,0.21,0.03,0.45,11.77
MOL001201,"(1R,5R,7S)-4,7-dimethyl-7-(4-methylpent-3-enyl)bicyclo[3.1.1]hept-3-ene",204.39,4.70,0,0,16.23,1.86,1.96,0.09,0.27,
MOL001306,o-Acetyl-p-cresol,150.19,1.79,1,2,24.96,1.02,0.88,0.03,0.39,
MOL001494,Mandenol,308.56,6.99,0,2,42.00,1.46,1.14,0.19,0.25,5.39
MOL001579,germacrene,208.43,5.58,0,0,15.06,1.82,2.06,0.06,0.22,
MOL001641,METHYL LINOLEATE,294.53,6.64,0,2,41.93,1.44,1.08,0.17,0.21,6.05
MOL000165,"2-[(2S,5S,6S)-6,10-dimethylspiro[4.5]dec-9-en-2-yl]propan-2-ol",222.41,3.67,1,1,37.62,1.44,1.53,0.09,0.23,7.67
MOL001787,ADO,267.28,-2.02,5,8,15.98,-1.56,-2.22,0.18,0.23,
MOL002028,(+)-beta-Phellandrene,136.26,3.31,0,0,40.30,1.83,2.20,0.02,0.30,11.28
MOL000204,-cis-.beta.-Elemene diastereomer,204.39,4.79,0,0,28.62,1.85,2.09,0.06,0.33,
MOL002096,(+)-ALPHA-FUNEBRENE,204.39,4.12,0,0,52.87,1.79,2.08,0.10,0.23,4.89
MOL002097,gem-Dimethylcyclopentane,98.21,2.74,0,0,41.22,1.78,2.28,0.01,0.22,10.88
MOL002098,3-Butylidene-7-hydroxyphthalide,204.24,2.74,1,3,62.68,1.00,0.90,0.08,0.37,4.66
MOL002099,Senkyunolide-K,208.28,2.09,1,3,61.75,0.52,0.30,0.08,0.32,4.77
MOL002100,"(3Z,6S,7R)-3-butylidene-6-butyryl-7-hydroxy-4,5,6,7-tetrahydroisobenzofuran-1-one",278.38,2.69,1,4,3.41,0.08,-0.23,0.16,0.31,
MOL002101,Senkyunolide-N,226.30,1.57,2,4,37.27,-0.15,-0.45,0.10,0.27,4.33
MOL002102,Levistolid A,380.52,4.97,0,4,2.15,0.94,0.45,0.82,0.27,
MOL002103,Senkyunolide-P,382.54,5.22,0,4,9.38,0.92,0.55,0.81,0.26,
MOL002104,Senkyunolide-Q,278.38,2.69,1,4,26.84,0.42,0.23,0.16,0.29,
MOL002105,Senkyunolide-R,240.28,0.22,3,5,13.14,-0.76,-1.42,0.11,0.31,
MOL002106,"1,1-Diethoxybutane",146.26,1.89,0,2,29.28,1.30,1.52,0.01,0.19,
MOL002108,"(1S,5S)-7,7-dimethyl-2-methylenebicyclo[3.1.1]hept-3-ene",134.24,2.48,0,0,37.71,1.80,2.17,0.05,0.31,11.46
MOL002109,"Z-6,8',7,3'-diligustilide",380.52,5.17,0,4,11.98,0.74,0.31,0.70,0.31,
MOL002110,Allocymene,136.26,3.58,0,0,14.89,1.85,1.91,0.02,0.38,
MOL002112,alpha-Selinene,218.42,4.96,0,0,31.81,1.82,2.14,0.10,0.28,9.15
MOL002113,"1,2,3,4,4a,7-Hexahydro-l,6-dimethyl-4-(1-methylethyl)-naphthalene",162.30,3.79,0,0,19.03,1.88,2.13,0.05,0.23,
MOL002114,augustic-acid,472.78,5.46,3,4,21.08,0.18,-0.38,0.74,0.27,
MOL002115,m-Ethyltoluene,120.21,3.26,0,0,50.77,1.87,2.01,0.02,0.36,11.42
MOL002118,"(4aS,7S,8aR)-7-isopropenyl-4a-methyl-1-methylenedecalin",204.39,4.81,0,0,23.65,1.83,2.08,0.08,0.28,
MOL002119,Artemisia triene,136.26,3.24,0,0,42.10,1.84,2.07,0.02,0.37,11.16
MOL002120,betea-CUBEBENE,204.39,4.22,0,0,32.16,1.82,2.13,0.11,0.26,6.68
MOL002121,"(1S,4E,8E,10R)-4,8,11,11-tetramethylbicyclo[8.1.0]undeca-4,8-diene",204.39,4.70,0,0,21.69,1.86,2.02,0.08,0.26,
MOL002122,(Z)-Ligustilide,188.24,3.00,0,2,53.72,1.30,1.25,0.07,0.38,5.61
MOL002123,Chuanxiongol,218.27,2.57,1,3,22.19,0.94,0.57,0.10,0.32,
MOL002124,beta-asarone,208.28,2.74,0,3,35.61,1.45,1.24,0.06,0.15,4.46
MOL002125,cis-Piperitol,154.28,2.66,1,1,43.26,1.27,1.49,0.03,0.27,10.86
MOL002127,Cnidilide,194.30,2.97,0,2,77.55,1.21,1.41,0.07,0.29,6.05
MOL002128,"1,3,8-p-Menthatriene",134.24,3.25,0,0,35.86,1.86,2.06,0.02,0.34,11.25
MOL002130,"cyclohexane,1,1,2,3-tetramethyl-",140.30,3.70,0,0,48.08,1.77,2.16,0.03,0.23,11.49
MOL002131,"2,9-Dimethyldecane",170.38,5.44,0,0,9.93,1.82,2.08,0.02,0.20,
MOL002132,"(2R,4aR)-2-isopropenyl-4a,8-dimethyl-2,3,4,5,6,7-hexahydro-1H-naphthalene",204.39,4.95,0,0,22.13,1.86,2.14,0.08,0.26,
MOL002133,"1,5,5-trimethyl-6-methylenecyclohexene",136.26,3.25,0,0,46.08,1.83,2.17,0.03,0.30,11.62
MOL002134,Isobutyrophenone,148.22,2.70,0,1,80.37,1.46,1.59,0.03,0.40,10.73
MOL002135,Myricanone,356.45,4.10,2,5,40.60,0.67,-0.08,0.51,0.24,4.39
MOL002136,neocnidilide,194.30,3.37,0,2,83.83,1.23,1.32,0.07,0.28,5.38
MOL002139,APH,150.20,0.81,2,3,24.76,1.17,1.15,0.03,0.36,
MOL002140,Perlolyrine,264.30,3.20,2,3,65.95,0.88,0.15,0.27,0.21,12.62
MOL002142,sedanoic-acid,210.30,2.58,1,3,44.69,0.37,0.37,0.06,0.31,4.75
MOL002143,senkyunolide-C,204.24,2.74,1,3,46.80,0.87,0.50,0.08,0.39,5.80
MOL002144,senkyunolide-D,222.26,1.80,1,4,79.13,0.12,-0.07,0.10,0.37,5.37
MOL002145,senkyunolide-E,204.24,1.90,1,3,34.40,0.55,0.06,0.08,0.39,7.18
MOL002146,senkyunolide-F,206.26,1.84,1,3,40.35,0.61,0.35,0.08,0.36,7.36
MOL002147,senkyunolide-J,226.30,1.57,2,4,21.14,0.02,-0.11,0.10,0.28,
MOL002148,senkyunolide-L,242.72,2.52,1,3,29.64,0.63,0.40,0.09,0.39,
MOL002149,senkyunolide-S,240.33,0.44,3,4,20.61,-0.46,-0.70,0.11,0.26,
MOL002150,1-Acetyl-beta-carboline,210.25,2.34,1,2,67.12,1.18,0.81,0.13,0.29,23.47
MOL002151,senkyunone,326.52,6.32,0,2,47.66,1.15,0.50,0.24,0.34,2.42
MOL002152,sinapic acid,224.23,1.60,2,5,64.15,0.48,-0.10,0.08,0.28,1.54
MOL002154,trans-2-Nonen-1-ol,142.27,2.94,1,1,19.96,1.17,1.20,0.02,0.21,
MOL002177,trans-Piperitol,154.28,2.66,1,1,47.83,1.19,1.38,0.03,0.26,11.47
MOL002156,TML,59.13,0.32,0,1,59.98,1.78,2.15,0.00,0.27,11.60
MOL002157,wallichilide,412.57,4.82,0,5,42.31,0.82,0.73,0.71,0.24,6.85
MOL002158,xiongterpene,574.87,8.12,2,5,23.77,0.44,-0.20,0.42,0.29,
MOL002159,"1-Octanol,2,7-dimethyl-",158.32,3.37,1,1,24.43,1.25,1.30,0.02,0.18,
MOL002160,1-terpineol,154.28,2.42,1,1,49.83,1.24,1.34,0.03,0.26,11.11
MOL002161,1-beta-ethylacrylate-7-aldehyde-beta-carboline,294.33,3.03,1,4,28.53,0.45,-0.60,0.31,0.29,
MOL002162,2-Propionylfuran,124.15,1.63,0,2,63.12,1.21,1.37,0.02,0.17,17.24
MOL002163,WLN: 2VR,134.19,2.24,0,1,60.17,1.45,1.56,0.02,0.39,10.83
MOL002164,"2,2,3-Trimethylcyclopent-3-ene-1-carboxaldehyde",138.23,1.95,0,1,42.64,1.31,1.60,0.03,0.34,11.55
MOL002165,methyl 2-pentanoylbenzoate,220.29,3.01,0,3,69.28,0.91,0.91,0.07,0.34,18.16
MOL002167,WLN: T5OJ BVO1,126.12,1.08,0,3,49.41,1.12,1.34,0.02,0.20,4.20
MOL002168,2-Methyl-1-phenylpropene,132.22,3.23,0,0,20.17,1.89,1.96,0.02,0.42,
MOL002169,"2-methyl-5-(1-methylene)-1,3-cyclohexadiene",106.18,2.17,0,0,39.91,1.83,2.12,0.03,0.33,11.52
MOL002171,2-Methylbenzoxazol,133.16,1.62,0,2,65.25,1.31,1.33,0.03,0.29,13.14
MOL002172,"(5S,6R)-5,6-dimethyltetrahydropyran-2-one",128.19,1.43,0,2,48.07,1.15,1.52,0.02,0.28,11.11
MOL002173,"3(S)-3-Butyl-4,5-dihydrophthalide",194.30,3.64,0,2,25.76,1.28,1.39,0.07,0.25,
MOL002174,"3,4-epoxy-2,2,7,7-tetramethyl-octane",184.36,3.64,0,1,66.87,1.56,1.84,0.05,0.24,-11.10
MOL002175,3-cyclohexen-1-ol,98.16,1.06,1,1,70.57,1.14,1.52,0.01,0.25,11.25
MOL002176,Methyl 3-furoate,126.12,0.79,0,3,77.82,1.03,1.11,0.02,0.21,-3.37
MOL002178,"4,7-Dihydroxy-3-butylphthalide",222.26,2.72,2,4,106.09,0.69,0.44,0.10,0.34,4.63
MOL002179,4-iodoindoline,245.07,2.29,1,1,26.88,1.79,1.89,0.03,0.46,
MOL002180,4-Octanone,128.24,2.46,0,1,19.37,1.37,1.55,0.01,0.22,
MOL002181,4-hydroxy-3-butylphthalide,206.26,2.99,1,3,70.31,0.90,0.69,0.08,0.36,4.81
MOL002182,(-)-spathulenol,220.39,3.01,1,1,25.82,1.45,1.65,0.12,0.25,
MOL002183,5-Propyl-2-thiouracil,170.26,1.25,2,3,77.60,0.93,0.78,0.03,0.36,-2.80
MOL002184,"(6R)-6-butylcyclohepta-1,4-diene",150.29,3.93,0,0,31.69,1.85,2.18,0.02,0.25,5.70
MOL002185,"7-oxabicyclo-2.2.1-heptane,1-methyl-4-[1-methylethyl]-",154.28,2.28,0,1,60.92,1.53,1.92,0.04,0.24,10.96
MOL002188,Dimethyl D-malate,162.16,-0.45,1,5,11.47,0.11,-0.06,0.03,0.19,
MOL002189,dl-3n-butylphthalide,190.26,3.25,0,2,47.90,1.30,1.32,0.07,0.37,5.75
MOL002190,Cedrene,204.39,4.18,0,0,51.14,1.82,2.12,0.11,0.24,5.04
MOL002191,carotol,222.41,3.94,1,1,149.03,1.46,1.65,0.09,0.23,-2.29
MOL002192,Coniferylfcrulate,356.40,3.64,2,6,4.54,0.67,-0.53,0.39,0.33,
MOL002193,Cerulignol,166.24,2.95,1,2,62.43,1.42,1.42,0.04,0.24,0.25
MOL002194,"Decahydro-1,6-bis(methylene)-4-(1-methylethyl)-naphthalene",204.39,4.85,0,0,28.34,1.84,2.09,0.08,0.29,
MOL002196,Hexaphenone,176.28,3.61,0,1,19.88,1.49,1.55,0.04,0.33,
MOL002197,"(E,E)-1,3,5-Undecatriene",150.29,4.11,0,0,34.61,1.84,1.94,0.02,0.34,7.24
MOL002199,L-valyl-L-valinc-achydride,214.35,0.47,4,4,40.18,-0.15,-0.52,0.05,0.29,3.43
MOL002200,Levistolide-A,380.52,4.97,0,4,9.96,0.96,0.55,0.82,0.28,
MOL002203,Exceparl M-OL,296.55,7.09,0,2,31.90,1.39,1.08,0.16,0.17,5.43
MOL002204,506-43-4,266.52,6.47,1,1,37.76,1.41,1.02,0.12,0.20,6.14
MOL002205,Octatriacontane,535.16,17.71,0,0,7.91,1.99,1.23,0.37,0.16,
MOL002206,(2-amylphenyl)methanol,178.30,3.54,1,1,55.59,1.26,1.14,0.04,0.30,5.36
MOL002207,"1(3H)-Isobenzofuranone, 3-butyl-3a,4,5,6-tetrahydro-, cis-(-)-",194.30,3.37,0,2,65.03,1.25,1.38,0.07,0.27,5.13
MOL002208,Senkyunolide A,192.28,3.19,0,2,26.56,1.30,1.34,0.07,0.31,
MOL002209,Senkyunolide G,208.28,2.54,1,3,39.52,0.63,0.48,0.08,0.33,6.13
MOL002210,"(3Z,6S,7S)-3-butylidene-6,7-dihydroxy-4,5,6,7-tetrahydroisobenzofuran-1-one",224.28,1.32,2,4,26.78,0.00,-0.23,0.10,0.29,
MOL000433,FA,441.45,0.01,7,13,68.96,-1.50,-2.59,0.71,0.00,24.81
MOL001240,trans-pinocamphone (pinocamphone),152.26,1.77,0,1,50.35,1.31,1.64,0.06,0.27,11.27
MOL000170,guaiene,204.39,5.13,0,0,28.21,1.83,2.03,0.07,0.23,
MOL001862,Cadalin,198.33,4.91,0,0,12.96,1.95,1.93,0.08,0.38,
MOL002083,tricin,330.31,2.30,3,7,27.86,0.51,-0.60,0.34,0.27,
MOL001955,Heriguard,354.34,-0.42,6,9,11.93,-1.03,-1.71,0.33,0.37,
MOL002860,"(1S,3R,5S)-6,6-dimethyl-2-methylene-3-norpinanol",152.26,1.83,1,1,53.99,1.20,1.39,0.06,0.27,11.39
MOL003044,Chryseriol,300.28,2.32,3,6,35.85,0.39,-0.53,0.27,0.32,16.31
MOL003534,CADINENE,204.39,4.75,0,0,17.12,1.88,2.06,0.08,0.25,
MOL003542,8-Isopentenyl-kaempferol,354.38,3.63,4,6,38.04,0.53,-0.49,0.39,0.00,15.37
MOL003546,Aristolone,218.37,3.19,0,1,45.31,1.29,1.54,0.13,0.00,1.93
MOL003557,()-Valencene,204.39,4.75,0,0,37.63,1.83,2.08,0.08,0.00,7.72
MOL004027,"1,4-Epoxy-16-hydroxyheneicos-1,3,12,14,18-pentaene",316.53,6.15,1,2,45.10,1.28,0.66,0.24,0.00,-1.43
MOL004028,3-O-(2-rhamnosylglucosyl) oleanolic acid,765.10,3.09,8,12,7.35,-1.40,-2.15,0.14,0.00,
MOL004029,Visnagin,230.23,2.19,0,4,44.25,1.10,0.65,0.15,0.00,9.50
MOL004030,"(4aR,7R)-7-isopropenyl-1,4a-dimethyl-3,4,5,6,7,8-hexahydronaphthalen-2-one",218.37,3.81,0,1,35.37,1.43,1.55,0.10,0.00,5.49
MOL004032,"(4aS,6R,8aS)-4a-hydroxy-6-isopropenyl-4,8a-dimethyl-5,6,7,8-tetrahydro-1H-naphthalen-2-one",234.37,2.67,1,2,53.42,0.85,0.75,0.12,0.00,6.42
MOL004033,α-Selinene,204.39,4.75,0,0,24.67,1.84,2.07,0.08,0.00,
MOL004034,Ammiol,276.26,1.28,1,6,26.17,0.37,-0.16,0.22,0.00,
MOL004035,"4,5-secoeudesmane",210.45,5.98,0,0,14.74,1.81,2.07,0.06,0.00,
MOL004036,"Eudesma-4,6-dien-3-one",218.37,3.75,0,1,30.45,1.43,1.52,0.10,0.00,4.59
MOL004037,beta-muurolene,204.39,4.75,0,0,16.88,1.84,2.17,0.08,0.00,
MOL004038,beta-Rotunol,234.37,2.67,1,2,59.69,0.84,0.76,0.12,0.00,6.63
MOL004039,"4,7-dimethyl-1-tetralone",174.26,3.09,0,1,34.41,1.41,1.50,0.06,0.00,17.55
MOL004040,cyperenoic acid,234.37,3.44,1,2,22.19,1.03,1.16,0.14,0.00,
MOL004041,Cyperol,220.39,3.85,1,1,27.61,1.28,1.35,0.10,0.00,
MOL004042,Cyperolone,236.39,2.50,1,2,42.59,0.83,0.77,0.11,0.00,12.17
MOL004043,cyperotundone,218.37,3.18,0,1,55.60,1.34,1.55,0.12,0.00,-1.28
MOL004044,cyprotene,192.38,4.24,0,0,56.50,1.80,2.10,0.08,0.00,12.54
MOL004045,dehydroaromadendrene,202.37,3.78,0,0,53.59,1.84,2.06,0.10,0.00,11.69
MOL004046,Dimethyl tetrasulfide,158.36,2.57,0,0,51.34,2.02,2.14,0.00,0.00,12.18
MOL004047,epi-alpha-selinene,206.41,4.95,0,0,24.42,1.82,2.12,0.08,0.00,
MOL004048,keto-L-fructose,180.18,-2.69,5,6,49.67,-1.63,-3.62,0.03,0.00,7.40
MOL004049,5beta-Cyprinol,452.75,2.98,5,5,12.57,-0.69,-1.55,0.83,0.00,
MOL004050,gamma-Calacorene,200.35,4.79,0,0,26.55,1.89,1.96,0.08,0.00,
MOL004051,"(1S,3aS,4S,7R,8aS)-7-isopropenyl-1,4-dimethyl-2,3,3a,5,6,7,8,8a-octahydroazulene-1,4-diol",238.41,2.62,2,2,72.00,0.70,0.66,0.11,0.00,8.86
MOL004052,isocyperol,220.39,3.71,1,1,22.08,1.27,1.29,0.10,0.00,
MOL004053,Isodalbergin,268.28,3.10,1,4,35.45,0.80,0.20,0.20,0.00,3.62
MOL004054,isokobusone,222.36,2.30,1,2,39.63,0.67,0.51,0.11,0.00,4.42
MOL004055,"6-[(3S,5R)-1-methyl-5-methylol-3-piperidyl]-2-pyridone",222.32,-0.36,2,4,69.55,0.16,-0.24,0.09,0.00,3.67
MOL004056,α-Cadinene,204.39,4.75,0,0,14.76,1.87,2.04,0.08,0.00,
MOL004057,(-)-Isorotundene,204.39,4.43,0,0,50.72,1.83,2.13,0.10,0.00,4.89
MOL004058,Khell,260.26,2.17,0,5,33.19,1.12,0.60,0.19,0.00,10.87
MOL004059,khellol glucoside,408.39,-0.45,4,10,74.96,-1.05,-1.56,0.72,0.00,14.34
MOL004060,Khellol,246.23,1.30,1,5,68.36,0.42,-0.05,0.18,0.00,10.63
MOL004061,kobusone,222.36,2.11,0,2,39.16,1.01,1.08,0.13,0.00,6.02
MOL004062,Koelreuteria saponin A,602.94,5.21,4,7,17.03,-0.33,-1.13,0.40,0.00,
MOL004063,ledane,206.41,4.42,0,0,52.82,1.83,2.12,0.10,0.00,11.80
MOL010489,Resivit,306.29,1.09,6,7,30.84,-0.49,-1.03,0.27,0.36,1.44
MOL004065,mustakone,218.37,3.24,0,1,16.91,1.32,1.45,0.14,0.00,
MOL004066,nootkatene,202.37,4.31,0,0,33.13,1.85,2.06,0.08,0.00,7.07
MOL004068,rosenonolactone,316.48,3.38,0,3,79.84,0.72,0.43,0.37,0.00,6.55
MOL004069,rotundene,204.39,4.37,0,0,48.39,1.83,2.13,0.10,0.00,4.94
MOL004070,rotundenol,220.39,3.46,1,1,74.95,1.32,1.50,0.12,0.00,7.51
MOL004071,Hyndarin,355.47,3.60,0,5,73.94,1.00,0.62,0.64,0.00,2.42
MOL004072,Rouhuoside,824.86,-1.23,12,20,3.46,-2.66,-4.01,0.31,0.00,
MOL004073,stigmasterol glucoside,574.93,5.89,4,6,21.32,-0.21,-0.92,0.63,0.00,
MOL004074,stigmasterol glucoside_qt,412.77,7.64,1,1,43.83,1.31,0.84,0.76,0.00,5.64
MOL004075,sugebiol,236.39,2.18,2,2,73.37,0.59,0.39,0.14,0.00,-0.97
MOL004076,sugeonol,234.37,2.14,1,2,19.54,0.72,0.71,0.14,0.00,
MOL004077,sugeonyl acetate,276.41,2.52,0,3,45.08,0.72,0.58,0.20,0.00,4.22
MOL004078,sugetriol,252.39,1.01,3,3,68.87,-0.10,-0.65,0.16,0.00,8.51
MOL004079,(E)-calamenene,202.37,5.04,0,0,17.31,1.89,2.10,0.08,0.00,
MOL004080,Vanay,218.23,-0.27,0,6,7.24,0.08,-0.14,0.06,0.00,
MOL000673,58924_FLUKA,204.39,4.08,0,0,46.32,1.80,2.09,0.11,0.24,14.37
MOL000695,patchouli alcohol,222.41,3.43,1,1,101.96,1.40,1.58,0.14,0.21,12.64
MOL000889,isocurcumenol,234.37,2.93,1,2,97.67,1.11,1.24,0.13,0.25,9.52
MOL001212,Loxanol V,214.44,5.53,1,1,14.19,1.27,0.98,0.05,0.14,
