Ingredient ID,Formulae,Name,MW,AlogP,MlogP,XlogP,# HBA,# HBD,PSA,# Rotatable Bond,# Ring,# Heacy Atom,Lipinski RO5 Violation
TCMC2052,C16H18O9,Scopolin,354.1,-1.989,2.23,-0.02,6,4,134.91,9,3,25,0
TCMC208,C10H16O,[(4R)-4-Prop-1-En-2-Ylcyclohexen-1-Yl]Methanol,152.12,1.0517,2.45,1.848,1,1,20.23,4,1,11,0
TCMC2257,C16H12O6,Rhamnocitrin,300.06,-1.9324,2.56,2.434,2,3,96.22,6,3,22,0
TCMC2381,C8H10O,Phenylethyl Alcohol,122.07,-0.1931,2.23,3.189,1,1,20.23,3,1,9,0
TCMC244,C12H12,"1,3-Dimethylnaphthalene",156.09,1.284,2.78,6.584,0,0,0,2,2,12,1
TCMC2756,C23H24O10,,460.14,-2.6514,2.89,1.759,7,5,162.98,14,3,33,0
TCMC297,C21H20O12,"2-(3,4-Dihydroxyphenyl)-5,7-Dihydroxy-3-[3,4,5-Trihydroxy-6-(Hydroxymethyl)Oxan-2-Yl]Oxychromen-4-One",464.1,-4.8921,2.45,-0.354,7,8,206.6,12,4,33,1
TCMC398,C12H10O,2-Phenylphenol,170.07,-0.4603,2.67,5.063,0,1,20.23,2,2,13,1
TCMC418,C25H24O12,"3,4-Dicaffeoylquinic Acid",516.13,-2.3865,2.89,1.085,8,7,211.28,16,3,37,1
TCMC427,C15H18O3,"3,6,9-Trimethyl-3,3A,4,5,9A,9B-Hexahydroazuleno[4,5-B]Furan-2,7-Dione",246.13,1.2966,2.78,1.131,3,0,43.37,3,3,18,0
TCMC469,C25H24O12,"4,5-Dicaffeoylquinic Acid",516.13,-2.3865,2.89,1.085,8,7,211.28,16,3,37,1
TCMC494,C8H8O2,4-Hydroxyacetophenone,136.05,-0.7142,2.12,1.335,1,1,37.3,3,1,10,0
TCMC726,C19H24O3,Artepillin,300.17,3.4158,3.22,4.826,2,2,57.53,12,1,22,0
TCMC866,C13H10O2,Capillarin,198.07,1.4835,2.67,3.992,2,0,26.3,1,2,15,0
TCMC887,C16H34O,Cetyl Alcohol,242.26,-4.4294,3.11,7.679,1,1,20.23,16,0,17,2
TCMC898,C17H20O9,Chlorogenic Acid Methyl Ester,368.11,-1.9452,2.34,-0.126,7,5,153.75,12,2,26,0
TCMC919,C17H14O7,Cirsiliol,330.07,-1.9881,2.56,1.108,1,3,105.45,8,3,24,0
TCMC920,C17H14O6,Cirsimaritin,314.08,-1.5278,2.67,1.642,1,2,85.22,7,3,23,0
TCMC1003,C15H16O3,Dehydroleucodin,244.11,1.5137,2.78,0.949,3,0,43.37,2,3,18,0
TCMC1064,C16H12O6,Diosmetin,300.06,-1.9363,2.56,1.123,1,3,96.22,6,3,22,0
TCMC1117,C15H14O7,Epigallocatechin,306.07,-2.9543,2.34,-0.128,1,6,130.61,7,3,22,1
TCMC1118,C22H18O11,Epigalocatechin Gallate,458.08,-3.966,2.67,0.694,2,8,197.37,12,4,33,1
TCMC1163,C18H16O7,Eupatorin,344.09,-1.5796,2.67,1.198,1,2,94.45,9,3,25,0
TCMC1192,C30H50O,Friedeline,426.39,3.2175,4.65,12.613,1,0,17.07,8,5,31,1
TCMC1204,C15H14O7,Gallocatechin,306.07,-2.9543,2.34,-0.128,1,6,130.61,7,3,22,1
TCMC1206,C21H20O11,Galuteolin,448.1,-4.0917,2.56,-0.075,6,7,186.37,11,4,32,1
TCMC1230,C21H22O9,Gardenin,418.13,-1.2747,2.78,0.829,1,1,101.91,14,3,30,0
TCMC1237,C7H6O4,Gentisic Acid,154.03,-1.1604,1.79,1.09,2,3,77.76,4,1,11,0
TCMC1395,C16H14O4,Isoimperatorin,270.09,1.5296,2.78,2.891,1,0,48.67,5,3,20,0
TCMC1432,C39H32O15,"Kaempferol-3-O-(2'',6''-Di-E-P-Coumaroyl)-Beta-Glucopyranoside",740.17,-3.8918,4.1,4.734,9,7,238.97,19,6,54,2
TCMC1433,C43H36O17,"Kaempferol-3-O-(3'',4\""-Diacetyl-2\"",6\""-Di-E-P-Coumaroyl)-Glucoside",824.2,-3.1336,4.32,5.785,11,5,251.11,23,6,60,3
TCMC1535,C6H14O6,Mannitol,182.08,-2.9402,1.46,-3.896,6,6,121.38,11,0,12,1
TCMC1539,C21H24O7,Medioresinol,388.15,-2.074,3,1.24,2,2,86.61,10,4,28,0
TCMC1552,C11H14O5,"Methyl (1R)-1-Hydroxy-7-(Hydroxymethyl)-1,4A,5,7A-Tetrahydrocyclopenta[C]Pyran-4-Carboxylate",226.08,-1.1743,2.12,-0.746,5,2,75.99,6,2,16,0
TCMC1620,C25H24O12,,516.13,-2.3865,2.89,1.085,8,7,211.28,16,3,37,1
TCMC2045,C18H16O7,Santin,344.09,-1.9197,2.67,1.882,2,2,94.45,9,3,25,0
TCMC2129,C30H50O,Taraxerol,426.39,3.4636,4.65,11.352,1,1,20.23,9,5,31,1
TCMC2201,C8H10O2,Tyrosol,138.07,-0.6534,2.12,1.171,1,2,40.46,4,1,10,0
TCMC2228,C9H10O4,Veratric Acid,182.06,-0.3434,2.01,1.145,2,1,55.76,6,1,13,0
TCMC2252,C28H30O13,Methyl 5-O-Caffeoyl-3-O-Sinapoylquinate,574.17,-1.7788,3.11,1.052,8,5,198.51,20,3,41,1
TCMC2259,C29H32O13,,588.18,-1.5284,3.22,1.475,8,5,198.51,21,3,42,1
TCMC2265,C28H30O13,Methyl 5-O-Caffeoyl-4-O-Sinapoylquinate,574.17,-1.7788,3.11,1.052,8,5,198.51,20,3,41,1
TCMC2271,C29H32O13,Ethyl 5-O-Caffeoyl-3-O-Sinapoylquinate,588.18,-1.5284,3.22,1.475,8,5,198.51,21,3,42,1
TCMC2275,C18H22O9,Ethyl Chlorogenate,382.13,-1.6948,2.45,0.297,7,5,153.75,13,2,27,0
TCMC2299,C31H32O16,,660.17,-2.277,3.11,0.862,12,7,263.88,24,3,47,3
TCMC2322,C20H20O8,Gradenin A,388.12,-1.2229,2.78,1.273,1,1,92.68,12,3,28,0
TCMC2447,C17H26O11,Shanzhiside Methyl Ester,406.15,-3.3679,2.12,-2.002,11,6,175.37,13,3,28,2
TCMC2481,C20H20O8,Artemetin,388.12,-1.563,2.78,1.957,2,1,92.68,12,3,28,0
TCMC2532,C11H14O5,Genipin,226.08,-1.1743,2.12,-0.746,5,2,75.99,6,2,16,0
TCMC2808,C30H26O12,Procyanidin B3,578.14,-5.1813,3.44,0.165,2,10,220.76,13,6,42,1
TCMC296,C27H30O16.H2O,"2-(3,4-Dihydroxyphenyl)-5,7-Dihydroxy-3-[(2S,3R,4S,5S,6R)-3,4,5-Trihydroxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-Trihydroxy-6-Methyloxan-2-Yl]Oxymethyl]Oxan-2-Yl]Oxychromen-4-One;Hydrate",610.15,-6.139,2.67,-1.188,11,10,265.52,17,5,43,2
TCMC3112,C4H10S2,Methyl Propyl Disulfide,122.0223923,1.0584,1.68,2.282,0,0,50.6,3,0,6,0
TCMC3286,C18H22O11,Asperuloside,414.1162115,-3.099,2.23,-1.393,11,4,157.97,6,4,29,1
TCMC3403,C17H24O10,Geniposide,388.136947,-3.263,2.23,-1.657,10,5,151.9,5,3,27,0
TCMC3664,C18H16O8,Acerosin,360.0845175,-1.6729,2.56,-0.206,1,3,105.45,4,3,26,0
TCMC3890,C17H24O11,Gardenoside,404.1318616,-3.9716,2.12,-2.354,11,6,172.13,5,3,28,2
TCMC3892,C17H24O11,Scandoside Methyl Ester,404.1318616,-3.8361,2.12,-2.632,11,6,172.13,5,3,28,2
TCMC3947,C16H22O10,Geniposidic Acid,373.1134719,-4.0053,2.12,-1.978,10,5,165.73,4,3,26,0
TCMC4177,C13H22O3,Methyl Dihydrojasmonate,226.1568946,-0.9353,2.56,2.655,3,0,43.37,7,1,16,0
TCMC4225,C23H34O15,Genipingentiobioside,550.1897704,-5.0099,2.34,-3.194,15,8,231.05,8,4,38,2
TCMC4309,C20H24O4,Α-Crocetin,326.1518092,3.225,3.22,3.51,4,0,80.26,8,0,24,0
TCMC4310,C44H64O24,Crocin,976.3787529,-2.722,3.66,-1.214,24,14,391.2,20,4,68,3
TCMC4313,C40H56O2,Lutein,568.428031,8.6213,5.64,11.283,2,2,40.46,10,2,42,1
TCMC457,C9H9N,3-Methyl-1H-Indole,131.07,0.2216,2.34,2.562,1,1,15.79,1,2,10,0
TCMC4835,C16H26O8,Picrocrocinic Acid O-Β-D-Glucopyrinoside,345.1549428,-1.4176,2.34,-0.769,8,4,139.51,4,2,24,0
TCMC5036,C19H26O11,10-O-Acetylgeniposide,430.1475117,-2.8839,2.34,-0.917,11,4,157.97,7,3,30,1
TCMC5039,C17H24O11,Deacetyl Asperulosidic Acid Methyl Ester,404.1318616,-3.8361,2.12,-2.632,11,6,172.13,5,3,28,2
TCMC5496,C32H40O17,6''-O-P-Coumaroylgenipingentiobioside,696.2265498,-4.7399,3.11,-0.917,16,8,257.35,12,5,49,3
TCMC5691,C17H24O11,"7Β,8Β-Epoxy-8Α-Dihydrogeniposide",404.1318616,-3.8314,2.12,-1.919,11,5,164.43,5,4,28,1
TCMC5821,C16H24O11,Shanzhiside,391.1240366,-4.452,2.01,-2.126,11,6,185.96,3,3,27,2
TCMC5823,C27H28O13,3-O-Caffeoyl-4-O-Sinapoylquinic Acid,559.1451659,-2.7076,3,0.25,8,5,212.34,11,3,40,1
TCMC5949,C16H22O11,Deacetyl Asperulosidic Acid,389.1083865,-4.5784,2.01,-2.953,11,6,185.96,4,3,27,2
TCMC6004,C11H8O4,Cerbinal,204.0422587,-0.3353,2.23,1.47,3,0,56.51,3,2,15,0
TCMC6567,C16H22O10,Gardoside,373.1134719,-3.6344,2.12,-1.871,10,5,165.73,3,3,26,0
TCMC6750,C16H22O10,Gardoside,373.1134719,-3.6344,2.12,-1.871,10,5,165.73,3,3,26,0
TCMC702,C8H8O2,Anisaldehyde,136.05,-0.2442,2.12,2.003,1,0,26.3,3,1,10,0
TCMC707,C9H12O4,Antiarol,184.07,-0.6157,2.01,0.501,0,1,47.92,7,1,13,0
TCMC7088,C18H26O11,8-O-Methylmonotropein Methyl Ester,418.1475117,-3.5631,2.23,-1.835,11,5,161.13,6,3,29,1
TCMC711,C21H20O10,Apigetrin,432.11,-3.6314,2.67,0.459,6,6,166.14,10,4,31,1
TCMC7205,C10H14O4,Gardendiol,198.0892089,-1.3992,2.12,-0.716,4,2,66.76,2,2,14,0
TCMC79,C7H13NO2,"(2S)-1,1-Dimethylpyrrolidin-1-Ium-2-Carboxylate",143.09,-2.8784,1.9,-0.618,2,0,40.13,4,1,10,0
TCMC884,C18H16O8,Centaureidin,360.08,-2.38,2.56,0.919,2,3,114.68,10,3,26,0
